"index","id","chain","offer","repeattrips","repeater","offerdate"
79,217240505,285,1208329,2,t,"2013-04-22"
56,217247318,106,1208251,1,t,"2013-04-25"
50,217304521,116,1208329,6,t,"2013-04-28"
79,217355905,285,1200581,0,f,"2013-04-05"
56,217372278,106,1197502,0,f,"2013-03-29"
79,217373075,285,1198271,0,f,"2013-03-26"
79,217374226,285,1204576,0,f,"2013-04-08"
50,217381679,116,1197502,0,f,"2013-03-26"
56,217419435,106,1208251,0,f,"2013-04-30"
56,217443381,106,1208251,0,f,"2013-04-26"
56,217455772,108,1197502,1,t,"2013-04-04"
79,217464800,285,1200582,0,f,"2013-03-31"
50,217473503,116,1197502,0,f,"2013-04-20"
79,217504822,285,1197502,0,f,"2013-04-16"
50,217509242,116,1197502,0,f,"2013-03-30"
50,217509843,116,1208251,0,f,"2013-04-26"
50,217516598,116,1198273,0,f,"2013-03-26"
79,217525168,285,1197502,0,f,"2013-03-29"
50,217526800,116,1200988,5,t,"2013-03-31"
56,217550102,108,1197502,0,f,"2013-03-29"
56,217551860,108,1208252,0,f,"2013-04-27"
56,217571755,108,1198275,0,f,"2013-03-26"
79,217602227,285,1197502,0,f,"2013-03-26"
79,217610394,285,1197502,0,f,"2013-04-17"
79,217624619,285,1197502,0,f,"2013-03-25"
79,217625946,285,1197502,0,f,"2013-03-27"
50,217633491,116,1197502,0,f,"2013-03-30"
56,217643853,106,1197502,0,f,"2013-03-30"
79,217659800,285,1204576,8,t,"2013-04-06"
79,217667529,285,1197502,0,f,"2013-04-19"
79,217670926,285,1197502,1,t,"2013-03-29"
79,217675509,285,1197502,0,f,"2013-03-28"
56,217676753,106,1208251,0,f,"2013-04-26"
79,217686466,285,1197502,0,f,"2013-03-26"
56,217693123,108,1198272,0,f,"2013-03-25"
56,217695863,106,1208251,0,f,"2013-04-25"
56,217703400,108,1197502,0,f,"2013-03-29"
50,217720855,116,1197502,0,f,"2013-03-26"
79,217763583,285,1208251,0,f,"2013-04-26"
79,217768131,285,1197502,0,f,"2013-03-30"
79,217781349,285,1197502,0,f,"2013-03-28"
79,217808019,285,1197502,0,f,"2013-03-26"
79,217809696,285,1197502,0,f,"2013-03-25"
79,217813174,285,1208329,1,t,"2013-04-22"
56,217833358,108,1197502,0,f,"2013-03-28"
79,217835619,285,1198275,0,f,"2013-03-26"
79,217843813,285,1200581,1,t,"2013-03-30"
79,217865812,285,1197502,0,f,"2013-03-25"
79,217880998,285,1197502,0,f,"2013-04-03"
79,217885997,285,1197502,0,f,"2013-03-26"
79,217887849,285,1198275,0,f,"2013-03-25"
79,217902700,285,1197502,0,f,"2013-04-24"
79,217919313,285,1208251,0,f,"2013-04-25"
79,217924422,285,1198274,0,f,"2013-03-25"
79,217927839,285,1197502,1,t,"2013-03-28"
79,217935284,285,1198272,0,f,"2013-03-26"
79,217936911,285,1198273,0,f,"2013-03-27"
79,217944745,285,1208329,0,f,"2013-04-25"
79,217945528,285,1197502,0,f,"2013-03-27"
79,217950154,285,1198275,0,f,"2013-03-25"
79,217950574,285,1208329,0,f,"2013-04-22"
56,217958599,108,1197502,0,f,"2013-03-26"
79,217963003,285,1198272,2,t,"2013-03-27"
79,217964127,285,1204576,0,f,"2013-04-25"
79,217981626,285,1198272,1,t,"2013-03-25"
79,217983688,285,1208251,0,f,"2013-04-26"
79,217997410,285,1208329,0,f,"2013-04-28"
79,217998991,285,1208329,0,f,"2013-04-22"
79,218010336,285,1200988,0,f,"2013-03-20"
79,218014314,285,1197502,0,f,"2013-03-26"
79,218018996,285,1197502,0,f,"2013-03-28"
79,218028154,285,1197502,0,f,"2013-03-28"
79,218032826,285,1208329,0,f,"2013-04-27"
79,218046704,285,1198275,0,f,"2013-03-25"
79,218049206,285,1197502,0,f,"2013-03-31"
79,218053004,285,1197502,0,f,"2013-03-25"
79,218055638,285,1197502,0,f,"2013-04-06"
79,218058622,285,1208252,1,t,"2013-04-28"
79,218060063,285,1197502,0,f,"2013-04-21"
50,218060223,116,1208329,2,t,"2013-04-22"
79,218072207,293,1198274,0,f,"2013-03-27"
79,218076422,285,1198274,2,t,"2013-03-27"
79,218082224,285,1208329,0,f,"2013-04-22"
79,218090268,285,1197502,0,f,"2013-04-18"
79,218093339,285,1208329,0,f,"2013-04-22"
79,218095708,285,1197502,0,f,"2013-03-27"
79,218096924,285,1208251,0,f,"2013-04-28"
79,218113700,285,1197502,0,f,"2013-03-29"
79,218126141,285,1204576,0,f,"2013-04-04"
79,218128141,285,1197502,0,f,"2013-03-26"
56,218143012,106,1208251,0,f,"2013-04-25"
56,218170177,108,1208251,1,t,"2013-04-26"
79,218170498,285,1200578,0,f,"2013-04-04"
79,218174030,285,1197502,0,f,"2013-03-26"
79,218189270,285,1198275,0,f,"2013-03-27"
56,218189496,106,1208252,1,t,"2013-04-23"
56,218200609,106,1197502,1,t,"2013-03-26"
56,218218290,106,1197502,1,t,"2013-03-30"
56,218218768,108,1197502,0,f,"2013-03-25"
79,218222600,285,1197502,0,f,"2013-04-01"
56,218238568,106,1204576,0,f,"2013-04-08"
56,218253550,108,1204822,0,f,"2013-04-04"
56,218253737,108,1197502,1,t,"2013-03-25"
56,218257818,108,1197502,0,f,"2013-04-16"
79,218261918,285,1208252,0,f,"2013-04-23"
56,218263625,106,1197502,0,f,"2013-04-04"
50,218269783,116,1208251,2,t,"2013-04-23"
56,218274484,108,1198273,4,t,"2013-03-25"
56,218278513,108,1204576,0,f,"2013-04-05"
50,218285521,116,1198271,0,f,"2013-03-25"
56,218286573,106,1208251,0,f,"2013-04-24"
56,218292053,108,1198275,0,f,"2013-03-25"
56,218296356,106,1197502,0,f,"2013-03-26"
79,218302791,285,1197502,0,f,"2013-03-25"
56,218308457,108,1208251,0,f,"2013-04-24"
56,218313349,106,1204576,0,f,"2013-04-05"
79,218313888,285,1197502,0,f,"2013-03-30"
79,218316472,285,1208251,1,t,"2013-04-26"
56,218320383,106,1208251,0,f,"2013-04-25"
50,218331740,116,1197502,0,f,"2013-04-08"
56,218333479,108,1197502,0,f,"2013-03-31"
56,218346319,106,1204822,8,t,"2013-04-26"
56,218353484,108,1204576,0,f,"2013-04-04"
56,218381755,106,1208251,2,t,"2013-04-28"
56,218382869,108,1204576,0,f,"2013-04-06"
50,218402488,116,1208251,1,t,"2013-04-23"
56,218404382,106,1197502,0,f,"2013-03-26"
56,218405076,108,1197502,0,f,"2013-03-26"
56,218405146,106,1208251,0,f,"2013-04-27"
56,218407574,108,1197502,0,f,"2013-03-26"
56,218409477,108,1198273,27,t,"2013-03-27"
50,218410121,116,1198271,18,t,"2013-03-27"
56,218413155,108,1208251,0,f,"2013-04-24"
56,218436587,108,1198272,0,f,"2013-03-26"
56,218456319,106,1197502,0,f,"2013-03-30"
56,218467458,106,1198273,0,f,"2013-03-25"
50,218486609,116,1208252,0,f,"2013-04-23"
56,218486783,108,1197502,0,f,"2013-03-30"
56,218497267,106,1208251,0,f,"2013-04-25"
56,218502668,108,1197502,0,f,"2013-04-01"
56,218512645,106,1208251,2,t,"2013-04-30"
56,218520809,106,1208251,0,f,"2013-04-24"
56,218524404,106,1198275,44,t,"2013-03-25"
56,218532954,106,1208251,1,t,"2013-04-23"
56,218545155,108,1208251,0,f,"2013-04-28"
56,218553371,106,1197502,0,f,"2013-03-30"
56,218555049,108,1197502,0,f,"2013-04-22"
50,218563602,116,1208251,0,f,"2013-04-25"
56,218581738,108,1197502,0,f,"2013-03-25"
50,218581807,116,1208252,1,t,"2013-04-23"
56,218589993,108,1197502,1,t,"2013-03-25"
56,218597212,108,1197502,0,f,"2013-03-26"
50,218604905,116,1208329,0,f,"2013-04-22"
56,218616192,108,1204821,0,f,"2013-04-18"
50,218631379,116,1208251,0,f,"2013-04-23"
56,218648881,108,1208252,0,f,"2013-04-24"
56,218653796,108,1198275,0,f,"2013-03-25"
56,218656770,108,1197502,0,f,"2013-03-27"
56,218667352,108,1208251,0,f,"2013-04-26"
56,218667474,108,1197502,0,f,"2013-03-25"
56,218671273,108,1208251,0,f,"2013-04-27"
56,218681955,106,1204821,1,t,"2013-04-17"
56,218691746,108,1197502,0,f,"2013-03-26"
56,218711763,108,1208251,3,t,"2013-04-28"
56,218730406,108,1208329,0,f,"2013-04-25"
56,218745565,106,1197502,0,f,"2013-03-27"
56,218755766,108,1208251,0,f,"2013-04-23"
50,218756385,116,1208329,0,f,"2013-04-22"
56,218756892,106,1208252,0,f,"2013-04-23"
56,218763352,106,1197502,0,f,"2013-03-25"
56,218779179,108,1197502,0,f,"2013-03-28"
56,218784271,108,1197502,0,f,"2013-03-25"
56,218785247,106,1197502,1,t,"2013-04-16"
56,218790217,106,1208251,0,f,"2013-04-23"
56,218796911,108,1208329,1,t,"2013-04-22"
56,218806317,108,1197502,0,f,"2013-03-30"
56,218812014,108,1198275,0,f,"2013-03-25"
56,218820095,106,1198271,0,f,"2013-03-27"
56,218831818,106,1204576,1,t,"2013-04-07"
56,218840088,106,1208251,0,f,"2013-04-25"
56,218852953,106,1198272,0,f,"2013-03-27"
56,218858862,106,1204822,2,t,"2013-04-01"
56,218860086,106,1198275,0,f,"2013-03-26"
56,218900948,108,1197502,0,f,"2013-04-02"
56,218943346,108,1204822,2,t,"2013-04-19"
56,218944957,106,1197502,0,f,"2013-04-02"
56,218956792,108,1204821,0,f,"2013-04-18"
56,218963246,106,1198273,0,f,"2013-03-26"
56,218966479,106,1197502,0,f,"2013-03-30"
50,219002638,116,1197502,0,f,"2013-03-28"
56,219020151,106,1198271,0,f,"2013-03-25"
56,219133474,106,1197502,0,f,"2013-03-27"
79,219924805,285,1200581,0,f,"2013-04-04"
56,220352150,106,1197502,1,t,"2013-03-28"
56,220411742,106,1197502,0,f,"2013-03-30"
56,220778481,108,1204576,0,f,"2013-04-07"
56,220843059,106,1198272,5,t,"2013-03-27"
56,220845820,108,1204576,0,f,"2013-04-05"
56,220935628,106,1197502,0,f,"2013-03-26"
56,220952449,108,1204576,0,f,"2013-04-07"
56,220952761,106,1197502,0,f,"2013-04-24"
56,221228440,108,1198273,1,t,"2013-03-25"
56,221235731,108,1197502,0,f,"2013-03-26"
56,221244360,108,1208251,1,t,"2013-04-26"
56,221297488,106,1208251,0,f,"2013-04-27"
56,221591467,108,1197502,0,f,"2013-03-30"
50,221835283,116,1208329,0,f,"2013-04-25"
50,221875017,116,1208329,0,f,"2013-04-22"
56,221916505,106,1208251,0,f,"2013-04-28"
56,221922621,108,1197502,0,f,"2013-04-20"
56,221961590,106,1197502,0,f,"2013-04-17"
50,221977735,116,1208251,0,f,"2013-04-28"
56,221987223,108,1208251,7,t,"2013-04-26"
56,221997525,108,1208251,0,f,"2013-04-24"
56,222009842,108,1204576,0,f,"2013-04-05"
56,222013454,106,1197502,0,f,"2013-03-29"
56,222025272,108,1204576,1,t,"2013-04-05"
56,222027586,106,1198275,12,t,"2013-03-25"
56,222033373,108,1197502,2,t,"2013-03-27"
56,222043910,108,1197502,0,f,"2013-03-30"
56,222064079,106,1204576,4,t,"2013-04-07"
56,222094154,108,1208252,2,t,"2013-04-25"
56,222104305,106,1197502,0,f,"2013-04-03"
56,222140911,108,1197502,1,t,"2013-03-27"
56,222147397,106,1208251,3,t,"2013-04-27"
56,222151825,108,1198273,2,t,"2013-03-25"
56,222162926,108,1197502,1,t,"2013-03-26"
56,222166625,108,1197502,0,f,"2013-03-25"
56,222166677,108,1197502,1,t,"2013-03-28"
50,222187877,116,1197502,0,f,"2013-03-29"
56,222205700,108,1197502,0,f,"2013-03-28"
56,222211568,108,1208251,0,f,"2013-04-23"
56,222213717,108,1198274,0,f,"2013-03-27"
56,222218914,108,1198272,1,t,"2013-03-27"
56,222219808,108,1197502,1,t,"2013-03-26"
56,222242371,108,1198272,0,f,"2013-03-25"
56,222243511,108,1197502,0,f,"2013-03-26"
56,222244065,106,1197502,0,f,"2013-04-02"
56,222256023,106,1197502,1,t,"2013-03-26"
56,222262427,108,1197502,1,t,"2013-03-25"
56,222262488,108,1208252,0,f,"2013-04-27"
56,222265723,106,1198272,0,f,"2013-03-25"
56,222265817,106,1197502,0,f,"2013-04-08"
56,222272840,108,1208251,1,t,"2013-04-23"
56,222273850,108,1208251,0,f,"2013-04-29"
56,222283532,108,1197502,0,f,"2013-04-18"
56,222284009,108,1208251,0,f,"2013-04-23"
56,222302636,108,1197502,0,f,"2013-03-25"
56,222310885,108,1208251,0,f,"2013-04-28"
56,222352592,108,1208251,0,f,"2013-04-23"
56,222364188,108,1197502,0,f,"2013-03-26"
56,222370172,106,1204576,0,f,"2013-04-04"
56,222370892,106,1197502,0,f,"2013-03-29"
56,222376965,106,1197502,0,f,"2013-04-01"
56,222384323,108,1204821,0,f,"2013-04-18"
56,222400299,108,1197502,3,t,"2013-04-18"
56,222406190,108,1197502,2,t,"2013-03-27"
56,222407203,106,1208252,0,f,"2013-04-24"
50,222408153,116,1197502,0,f,"2013-03-31"
56,222409986,108,1208252,0,f,"2013-04-30"
56,222417821,108,1208251,0,f,"2013-04-23"
56,222426343,106,1197502,0,f,"2013-03-26"
56,222429770,106,1197502,4,t,"2013-03-26"
56,222438542,108,1197502,0,f,"2013-03-25"
56,222439980,108,1204821,0,f,"2013-04-10"
50,222453488,116,1208251,0,f,"2013-04-23"
56,222453648,108,1197502,0,f,"2013-03-31"
56,222454473,108,1197502,3,t,"2013-03-25"
56,222463470,106,1197502,0,f,"2013-03-29"
56,222463816,106,1197502,0,f,"2013-03-30"
56,222463975,106,1197502,0,f,"2013-03-26"
56,222464910,108,1197502,3,t,"2013-03-26"
50,222465588,116,1197502,0,f,"2013-03-26"
56,222476966,106,1197502,0,f,"2013-03-26"
56,222481657,106,1198275,40,t,"2013-03-26"
56,222491611,108,1197502,1,t,"2013-03-25"
56,222506288,108,1197502,0,f,"2013-03-28"
56,222508716,108,1208251,0,f,"2013-04-23"
56,222517139,108,1208251,0,f,"2013-04-23"
56,222519071,108,1198272,0,f,"2013-03-25"
56,222519878,108,1208252,1,t,"2013-04-24"
56,222522753,108,1208329,3,t,"2013-04-24"
56,222535521,108,1197502,0,f,"2013-03-28"
56,222539807,108,1208252,0,f,"2013-04-23"
56,222540001,106,1198271,1,t,"2013-03-27"
56,222548828,108,1204576,0,f,"2013-04-04"
56,222553788,108,1197502,0,f,"2013-03-25"
56,222556199,106,1197502,0,f,"2013-03-28"
56,222566763,106,1197502,0,f,"2013-03-25"
56,222573622,108,1198274,0,f,"2013-03-25"
56,222582367,106,1208251,0,f,"2013-04-23"
56,222603408,106,1204822,0,f,"2013-04-08"
56,222604503,108,1197502,0,f,"2013-03-26"
56,222605316,108,1204576,0,f,"2013-04-08"
56,222608088,108,1197502,0,f,"2013-03-29"
56,222618675,106,1197502,0,f,"2013-03-25"
50,222621148,116,1208251,0,f,"2013-04-28"
56,222631409,108,1208251,1,t,"2013-04-28"
56,222633703,108,1197502,1,t,"2013-04-02"
56,222634902,106,1204576,0,f,"2013-04-23"
56,222637917,108,1204576,0,f,"2013-04-08"
56,222646666,108,1208251,2,t,"2013-04-25"
56,222649076,106,1197502,0,f,"2013-03-25"
56,222655417,108,1198273,0,f,"2013-03-26"
56,222660429,108,1197502,2,t,"2013-03-25"
56,222666739,108,1208251,1,t,"2013-04-24"
56,222671774,108,1208251,0,f,"2013-04-28"
56,222699129,106,1197502,0,f,"2013-03-26"
56,222702151,108,1197502,0,f,"2013-03-28"
56,222711612,108,1197502,0,f,"2013-03-31"
50,222712486,116,1208252,0,f,"2013-04-23"
56,222719977,106,1197502,0,f,"2013-03-30"
56,222724727,108,1208251,0,f,"2013-04-28"
50,222767337,116,1197502,0,f,"2013-03-26"
56,222767594,108,1197502,0,f,"2013-03-26"
56,222790976,106,1197502,0,f,"2013-03-28"
50,222791065,116,1208251,1,t,"2013-04-25"
56,222805146,106,1208251,0,f,"2013-04-24"
56,222827047,108,1198273,17,t,"2013-03-25"
56,222833905,108,1208251,0,f,"2013-04-28"
56,222845944,106,1208251,3,t,"2013-04-26"
56,222890222,108,1197502,0,f,"2013-03-26"
56,222908944,106,1198272,0,f,"2013-03-25"
56,222937479,106,1197502,0,f,"2013-03-30"
56,222959250,108,1208251,0,f,"2013-04-28"
56,222999293,108,1197502,1,t,"2013-04-07"
56,223000214,108,1197502,3,t,"2013-04-09"
56,223015994,106,1208251,0,f,"2013-04-23"
56,223017221,108,1198272,0,f,"2013-03-27"
56,223025986,108,1208251,0,f,"2013-04-27"
56,223058709,108,1198272,0,f,"2013-03-26"
56,223081536,108,1204576,0,f,"2013-04-17"
56,223087667,106,1198272,0,f,"2013-03-25"
56,223104194,108,1204821,0,f,"2013-04-19"
56,223116915,108,1197502,0,f,"2013-03-25"
56,223148901,108,1197502,0,f,"2013-04-07"
56,223153164,108,1198271,0,f,"2013-03-25"
56,223179703,108,1197502,0,f,"2013-03-28"
56,223229916,106,1197502,2,t,"2013-03-25"
50,223252969,116,1197502,0,f,"2013-03-26"
56,223283076,106,1197502,0,f,"2013-03-26"
56,223312221,106,1197502,0,f,"2013-03-31"
56,223326858,106,1208251,1,t,"2013-04-29"
56,223328776,108,1198272,0,f,"2013-03-25"
56,223337404,106,1197502,1,t,"2013-04-01"
56,223356359,106,1204576,0,f,"2013-04-23"
56,223369438,108,1208251,0,f,"2013-04-27"
56,223485067,106,1198275,0,f,"2013-03-25"
66,223517057,42,1208329,0,f,"2013-04-25"
66,223574048,42,1197502,1,t,"2013-03-28"
56,224189756,21,1200578,0,f,"2013-04-03"
66,224956809,42,1197502,1,t,"2013-03-26"
47,225283076,2,1208329,0,f,"2013-04-22"
66,225349096,42,1208251,0,f,"2013-04-24"
66,225361272,42,1204576,0,f,"2013-04-04"
66,225631029,42,1208251,0,f,"2013-04-26"
66,225696592,42,1198273,0,f,"2013-03-25"
66,228219088,42,1197502,2,t,"2013-03-27"
66,228450191,42,1208251,0,f,"2013-04-23"
66,228533919,42,1197502,0,f,"2013-03-26"
66,228612998,42,1208252,0,f,"2013-04-25"
48,229109214,3,1197502,0,f,"2013-03-25"
66,229164939,42,1208329,1,t,"2013-04-28"
50,229516651,116,1208252,1,t,"2013-04-27"
56,229517550,106,1197502,2,t,"2013-03-25"
56,229545255,108,1208251,0,f,"2013-04-23"
56,229573976,108,1198274,0,f,"2013-03-26"
56,229581308,108,1197502,1,t,"2013-03-29"
56,229588989,108,1197502,0,f,"2013-03-30"
56,229618694,108,1197502,1,t,"2013-04-18"
56,229677001,106,1208251,0,f,"2013-04-26"
50,229679579,116,1208329,3,t,"2013-04-23"
56,229719962,108,1197502,0,f,"2013-03-28"
56,229758060,108,1198274,0,f,"2013-03-25"
56,229774714,108,1197502,0,f,"2013-03-29"
56,229833584,108,1197502,0,f,"2013-03-25"
56,229882143,106,1197502,1,t,"2013-03-26"
56,229885541,106,1197502,0,f,"2013-03-27"
56,229894266,108,1208251,0,f,"2013-04-28"
56,229897716,108,1208251,0,f,"2013-04-25"
56,230027926,106,1197502,0,f,"2013-04-16"
50,230103849,116,1208329,0,f,"2013-04-22"
56,230135647,108,1197502,1,t,"2013-03-26"
56,230143432,108,1208251,1,t,"2013-04-28"
56,230211555,108,1197502,0,f,"2013-04-03"
56,230243310,108,1197502,0,f,"2013-03-31"
56,230255667,108,1197502,1,t,"2013-04-02"
56,230301163,106,1208251,0,f,"2013-04-26"
56,230357812,108,1197502,0,f,"2013-03-29"
56,230375264,106,1197502,0,f,"2013-04-05"
56,230383874,108,1208251,1,t,"2013-04-28"
56,230405465,108,1197502,1,t,"2013-03-30"
56,230411794,108,1198271,0,f,"2013-03-25"
56,230434231,108,1204576,0,f,"2013-04-26"
56,230523035,108,1204576,0,f,"2013-04-07"
50,230529864,116,1208329,0,f,"2013-04-24"
56,230559490,108,1197502,0,f,"2013-03-29"
56,230573005,106,1198275,0,f,"2013-03-27"
56,230577010,106,1198272,0,f,"2013-03-26"
56,230597183,108,1208251,0,f,"2013-04-28"
56,230683117,106,1197502,0,f,"2013-03-25"
56,230706233,106,1208251,0,f,"2013-04-27"
56,230743450,106,1197502,0,f,"2013-03-31"
56,230753574,108,1208251,0,f,"2013-04-28"
56,230871012,108,1198274,0,f,"2013-03-25"
56,230947719,106,1197502,1,t,"2013-03-26"
56,230956384,108,1198272,0,f,"2013-03-25"
56,230981389,106,1208251,0,f,"2013-04-23"
79,231015011,285,1197502,0,f,"2013-04-01"
56,231015823,108,1197502,2,t,"2013-03-25"
56,231018457,108,1208251,0,f,"2013-04-28"
56,231022203,108,1197502,0,f,"2013-03-26"
79,231027866,285,1208251,0,f,"2013-04-26"
79,231072710,285,1197502,0,f,"2013-03-26"
56,231147752,106,1208251,0,f,"2013-04-23"
79,231185633,285,1197502,0,f,"2013-03-26"
79,231253764,285,1197502,0,f,"2013-03-27"
79,231257193,285,1198275,0,f,"2013-03-27"
79,231396074,285,1208329,1,t,"2013-04-27"
79,231431311,285,1200581,0,f,"2013-04-20"
79,231489103,285,1197502,0,f,"2013-03-30"
50,231506302,116,1208329,0,f,"2013-04-24"
56,231584000,108,1197502,0,f,"2013-03-25"
79,231663339,293,1197502,1,t,"2013-03-28"
79,231668470,285,1197502,0,f,"2013-03-28"
79,231692553,285,1208329,0,f,"2013-04-24"
50,231773461,116,1208251,0,f,"2013-04-24"
56,231793067,106,1208251,0,f,"2013-04-30"
56,231832244,106,1198272,4,t,"2013-03-26"
56,231834617,106,1198271,0,f,"2013-03-26"
50,231892521,116,1208251,0,f,"2013-04-27"
56,231946799,108,1208251,0,f,"2013-04-26"
56,232072825,108,1204576,1,t,"2013-04-05"
56,232185805,108,1197502,0,f,"2013-04-09"
56,232188390,108,1197502,0,f,"2013-03-31"
79,232263437,293,1197502,0,f,"2013-03-27"
56,232310792,108,1204821,0,f,"2013-04-02"
56,232335348,108,1204576,0,f,"2013-04-04"
50,232340862,116,1197502,0,f,"2013-03-28"
56,232421961,108,1208252,0,f,"2013-04-24"
56,232428902,106,1198273,1,t,"2013-03-26"
50,232446132,116,1208251,0,f,"2013-04-30"
56,232455615,106,1208251,0,f,"2013-04-23"
79,232517748,285,1204576,1,t,"2013-04-06"
50,232539654,116,1198275,0,f,"2013-03-25"
56,232562402,106,1197502,1,t,"2013-03-30"
56,232624549,108,1197502,0,f,"2013-03-30"
56,232632455,108,1197502,0,f,"2013-03-25"
56,232633239,108,1197502,0,f,"2013-04-06"
50,232644879,116,1197502,0,f,"2013-03-26"
56,232651480,108,1208251,0,f,"2013-04-24"
56,232725734,108,1197502,0,f,"2013-04-20"
56,232753116,106,1197502,0,f,"2013-03-29"
56,232813911,108,1197502,1,t,"2013-03-30"
56,232902772,108,1197502,0,f,"2013-04-07"
56,232913995,108,1208251,0,f,"2013-04-23"
50,233088049,116,1208329,0,f,"2013-04-22"
50,233115482,116,1208251,0,f,"2013-04-24"
56,233126188,108,1204576,0,f,"2013-04-04"
56,233246049,106,1197502,3,t,"2013-03-28"
56,233282015,106,1208251,0,f,"2013-04-25"
56,233305330,108,1208251,1,t,"2013-04-24"
56,233355430,106,1198274,0,f,"2013-03-25"
56,233475663,108,1197502,0,f,"2013-03-27"
56,233627949,106,1204576,0,f,"2013-04-06"
56,233707484,108,1197502,0,f,"2013-04-21"
56,233730830,106,1204576,0,f,"2013-04-04"
56,233779857,108,1208251,0,f,"2013-04-26"
56,233807898,108,1204822,0,f,"2013-04-18"
56,233841895,106,1197502,2,t,"2013-04-08"
56,233938679,108,1204576,0,f,"2013-04-08"
56,234043433,106,1208252,0,f,"2013-04-28"
56,234125551,108,1204576,0,f,"2013-04-04"
56,234197784,108,1198275,2,t,"2013-03-25"
56,234247477,108,1204576,0,f,"2013-04-05"
56,234273457,106,1208252,0,f,"2013-04-23"
56,234284558,108,1198272,0,f,"2013-03-27"
56,234608656,108,1197502,1,t,"2013-04-03"
56,234646158,106,1204576,0,f,"2013-04-04"
56,234717916,106,1197502,0,f,"2013-03-25"
56,234729783,108,1204821,1,t,"2013-04-21"
50,234856774,116,1204576,0,f,"2013-04-30"
56,234933796,106,1197502,0,f,"2013-03-25"
50,234942361,116,1208329,2,t,"2013-04-23"
56,234946197,106,1204576,0,f,"2013-04-06"
56,234951024,106,1208251,3,t,"2013-04-26"
56,234959983,106,1198272,4,t,"2013-03-26"
56,235004805,108,1208252,3,t,"2013-04-24"
56,235025226,108,1208251,0,f,"2013-04-28"
56,235112230,108,1197502,0,f,"2013-03-30"
56,235135843,106,1197502,0,f,"2013-04-08"
56,235440988,108,1208329,3,t,"2013-04-22"
56,235447137,108,1208251,0,f,"2013-04-29"
56,235501361,108,1197502,2,t,"2013-04-02"
50,235537800,116,1198271,1,t,"2013-03-25"
56,235704281,108,1208251,0,f,"2013-04-30"
50,235740940,116,1208251,3,t,"2013-04-23"
56,235949798,108,1197502,0,f,"2013-04-08"
56,236015665,108,1198272,0,f,"2013-03-27"
56,236057430,108,1197502,0,f,"2013-04-23"
50,236057991,116,1208329,0,f,"2013-04-24"
56,236066940,106,1197502,8,t,"2013-04-01"
56,236185793,108,1197502,2,t,"2013-03-30"
56,236192591,108,1197502,0,f,"2013-04-07"
56,236228578,108,1208251,0,f,"2013-04-25"
56,236273130,108,1197502,0,f,"2013-03-27"
50,236275151,116,1208251,1,t,"2013-04-24"
56,236364008,108,1208251,0,f,"2013-04-27"
56,236414788,106,1204576,0,f,"2013-04-05"
56,236449212,108,1197502,1,t,"2013-03-30"
56,236450263,108,1204576,1,t,"2013-04-06"
56,236472739,108,1208251,2,t,"2013-04-24"
56,236570574,108,1204576,0,f,"2013-04-06"
56,236592849,108,1197502,0,f,"2013-03-27"
56,236598756,108,1197502,1,t,"2013-03-25"
56,236624683,108,1208251,0,f,"2013-04-23"
56,236724241,108,1197502,0,f,"2013-04-23"
56,236808263,108,1198271,0,f,"2013-03-26"
56,236825176,108,1197502,1,t,"2013-03-27"
56,237031248,108,1208252,0,f,"2013-04-23"
56,237031974,108,1208251,0,f,"2013-04-23"
56,237186099,106,1208251,6,t,"2013-04-28"
56,237267142,106,1208251,0,f,"2013-04-29"
56,237318613,108,1208252,0,f,"2013-04-23"
56,237326738,108,1204822,0,f,"2013-04-07"
56,237354551,106,1198272,3,t,"2013-03-27"
56,237446350,106,1208251,0,f,"2013-04-26"
56,237482774,106,1197502,0,f,"2013-04-03"
56,237545311,108,1198275,0,f,"2013-03-25"
56,237623650,108,1198275,0,f,"2013-03-27"
56,237743508,108,1204821,1,t,"2013-04-01"
56,237764462,108,1197502,0,f,"2013-03-25"
79,237813494,285,1197502,0,f,"2013-04-16"
56,237835352,106,1208251,0,f,"2013-04-26"
50,237879601,116,1197502,0,f,"2013-04-17"
56,237933999,108,1208251,1,t,"2013-04-28"
56,238016821,106,1197502,0,f,"2013-04-03"
56,238047823,108,1204576,2,t,"2013-04-08"
56,238060442,106,1208252,1,t,"2013-04-23"
79,238100374,285,1208251,0,f,"2013-04-26"
56,238316606,106,1197502,0,f,"2013-03-26"
56,238320748,108,1198272,0,f,"2013-03-26"
56,238383952,108,1208251,0,f,"2013-04-26"
50,238403232,116,1208329,3,t,"2013-04-22"
56,238409652,106,1197502,0,f,"2013-03-26"
56,238465213,108,1208252,0,f,"2013-04-26"
56,238476903,108,1197502,0,f,"2013-04-22"
56,238496751,108,1208251,1,t,"2013-04-24"
56,238503930,108,1208251,1,t,"2013-04-25"
56,238507854,106,1197502,0,f,"2013-04-19"
56,238508175,106,1198275,0,f,"2013-03-26"
56,238601726,108,1208251,0,f,"2013-04-30"
50,238624400,116,1197502,0,f,"2013-04-21"
50,238645869,116,1208251,1,t,"2013-04-28"
56,238743808,108,1208251,0,f,"2013-04-26"
56,238745382,108,1204576,0,f,"2013-04-04"
56,238750248,108,1208251,0,f,"2013-04-25"
56,238908357,106,1198271,0,f,"2013-03-26"
